300,0.0341
305,1.6643
310,3.2945
315,11.7652
320,20.236
325,28.644699
330,37.053501
335,38.501099
340,39.948799
345,42.430199
350,44.911701
355,45.775002
360,46.638302
365,49.363701
370,52.0891
375,51.032299
380,49.975498
385,52.311798
390,54.648201
395,68.7015
400,82.754898
405,87.120399
410,91.486
415,92.4589
420,93.431801
425,90.056999
430,86.682297
435,95.773598
440,104.864998
445,110.935997
450,117.008003
455,117.410004
460,117.811996
465,116.335999
470,114.861
475,115.391998
480,115.922997
485,112.366997
490,108.810997
495,109.082001
500,109.353996
505,108.578003
510,107.802002
515,106.295998
520,104.790001
525,106.238998
530,107.689003
535,106.046997
540,104.404999
545,104.224998
550,104.045998
555,102.023003
560,100
565,98.167099
570,96.334198
575,96.061096
580,95.788002
585,92.236801
590,88.6856
595,89.345901
600,90.006203
605,89.802597
610,89.599098
615,88.648903
620,87.6987
625,85.493599
630,83.288597
635,83.493896
640,83.699203
645,81.862999
650,80.026802
655,80.120697
660,80.2146
665,81.246201
670,82.277802
675,80.280998
680,78.284203
685,74.002701
690,69.721298
695,70.665199
700,71.6091
705,72.978996
710,74.348999
715,67.976501
720,61.604
725,65.744797
730,69.885597
735,72.486298
740,75.086998
745,69.339798
750,63.592701
755,55.005402
760,46.418201
765,56.611801
770,66.805397
775,65.094101
780,63.382801
785,63.843399
790,64.304001
795,61.877899
800,59.4519
805,55.705399
810,51.959
815,54.699799
820,57.440601
825,58.876499
830,60.3125
